Type1,fileid
Water,resize_Slowking-6.gif
Water,resize_Octillery-13.png
Fire,resize_Litleo-19.png
Grass,resize_Ivysaur-33.png
Dark,resize_Liepard-9.jpg
Rock,resize_Amaura-24.png
Grass,resize_Tangrowth-22.png
Normal,resize_Sentret-11.png
Dragon,resize_Latios-13.jpg
Water,resize_SwampertMega Swampert-31.jpg
Normal,resize_Pidgey-0.png
Electric,resize_Luxray-2.jpg
Normal,resize_Persian-20.jpg
Electric,resize_ThundurusIncarnate Forme-32.png
Water,resize_Carracosta-32.png
Fire,resize_Litleo-31.png
Normal,resize_Fearow-3.png
Poison,resize_Nidorino-7.png
Normal,resize_Teddiursa-1.gif
Fire,resize_Chimchar-5.jpg
Grass,resize_SceptileMega Sceptile-4.png
Psychic,resize_MeowsticFemale-14.jpg
Normal,resize_Dunsparce-26.png
Fire,resize_Fennekin-18.png
Fire,resize_Camerupt-28.png
Ground,resize_Golett-12.png
Bug,resize_Escavalier-24.png
Normal,resize_Eevee-7.png
Rock,resize_Armaldo-0.png
Bug,resize_Mothim-4.png
Steel,resize_Jirachi-0.jpg
Normal,resize_Herdier-30.png
Fighting,resize_Timburr-2.png
Water,resize_Palkia-29.jpg
Dragon,resize_Goodra-1.png
Bug,resize_Dwebble-11.png
Water,resize_Tentacruel-7.png
Ground,resize_Groudon-22.png
Normal,resize_Dunsparce-5.jpg
Poison,resize_Seviper-18.jpg
Rock,resize_TyranitarMega Tyranitar-13.png
Water,resize_Wartortle-14.gif
Water,resize_Finneon-29.jpg
Poison,resize_Gulpin-1.jpg
Dragon,resize_Gabite-29.gif
Ghost,resize_GourgeistAverage Size-8.jpg
Water,resize_Pelipper-15.jpg
Dragon,resize_GarchompMega Garchomp-14.png
Ice,resize_Froslass-21.png
Fire,resize_Litleo-25.png
Normal,resize_LopunnyMega Lopunny-0.jpg
Rock,resize_Regirock-2.png
Psychic,resize_Chingling-3.png
Water,resize_Tirtouga-15.png
Water,resize_SwampertMega Swampert-25.jpg
Rock,resize_Terrakion-11.png
Bug,resize_Leavanny-11.svg
Grass,resize_Victreebel-30.png
Normal,resize_Persian-34.jpg
Ice,resize_Spheal-7.jpg
Water,resize_Panpour-19.jpg
Dragon,resize_Dratini-8.png
Water,resize_Lapras-7.png
Dark,resize_Umbreon-34.png
Grass,resize_Torterra-10.png
Ice,resize_Beartic-20.png
Normal,resize_Wigglytuff-17.png
Normal,resize_Zangoose-10.jpg
Dark,resize_Scraggy-33.jpg
Fire,resize_Delphox-19.png
Bug,resize_Paras-24.jpg
Dark,resize_Hydreigon-33.jpg
Grass,resize_Roserade-24.png
Normal,resize_Kecleon-34.png
Ghost,resize_Phantump-4.png
Steel,resize_Lairon-21.png
Fairy,resize_Floette-9.png
Electric,resize_Electivire-21.jpg
Electric,resize_Electrode-8.jpg
Fairy,resize_Swirlix-7.png
Normal,resize_Happiny-20.jpg
Ground,resize_Vibrava-16.png
Grass,resize_Gloom-10.png
Dragon,resize_RayquazaMega Rayquaza-8.png
Electric,resize_Flaaffy-25.png
Electric,resize_Helioptile-5.png
Rock,resize_Carbink-33.png
Bug,resize_BeedrillMega Beedrill-12.png
Normal,resize_Bidoof-18.jpg
Normal,resize_Happiny-34.jpg
Bug,resize_Shelmet-6.jpg
Normal,resize_Sentret-3.jpg
Electric,resize_Zebstrika-6.png
Ice,resize_Vanillish-12.png
Grass,resize_Roserade-30.png
Dark,resize_Zweilous-32.jpg
Bug,resize_Pineco-17.png
Grass,resize_Sunkern-22.png
Normal,resize_Kecleon-20.png
Dragon,resize_Shelgon-13.jpg
Water,resize_Golduck-7.png
Fire,resize_Simisear-19.png
Grass,resize_Jumpluff-19.png
Water,resize_Oshawott-3.png
Dark,resize_Zoroark-1.jpg
Dragon,resize_RayquazaMega Rayquaza-25.png
Ghost,resize_Dusclops-15.png
Steel,resize_AggronMega Aggron-2.png
Dark,resize_Deino-5.png
Normal,resize_Staraptor-6.jpg
Fire,resize_Combusken-10.png
Water,resize_Tentacool-14.jpg
Dark,resize_Umbreon-20.png
Ice,resize_Beartic-34.png
Water,resize_Vaporeon-10.jpg
Dark,resize_Zweilous-3.png
Fire,resize_Infernape-0.jpg
Normal,resize_Watchog-15.png
Dark,resize_Poochyena-28.png
Fire,resize_Talonflame-10.jpg
Psychic,resize_Gardevoir-28.jpg
Bug,resize_Paras-18.jpg
Fire,resize_Delphox-25.png
Psychic,resize_Swoobat-27.jpg
Grass,resize_Snover-11.svg
Grass,resize_Exeggcute-2.png
Normal,resize_Miltank-8.png
Grass,resize_Chespin-27.png
Water,resize_Floatzel-13.jpg
Psychic,resize_Elgyem-27.png
Fire,resize_Moltres-5.jpg
Electric,resize_Jolteon-20.png
Dragon,resize_Garchomp-32.jpg
Normal,resize_Pidove-12.png
Electric,resize_Emolga-31.png
Electric,resize_Flaaffy-19.png
Electric,resize_RotomWash Rotom-21.png
Grass,resize_Roserade-18.png
Normal,resize_Cinccino-20.jpg
Water,resize_Croconaw-13.png
Fire,resize_Typhlosion-25.png
Normal,resize_Blissey-15.png
Electric,resize_Helioptile-16.png
Grass,resize_Virizion-10.jpg
Water,resize_Lapras-32.jpg
Fire,resize_Simisear-31.png
Ground,resize_Krookodile-23.jpg
Water,resize_KeldeoResolute Forme-6.png
Poison,resize_Muk-5.jpg
Fire,resize_Typhlosion-31.png
Water,resize_Lapras-26.jpg
Water,resize_Slowpoke-1.png
Fire,resize_Simisear-25.png
Grass,resize_Jumpluff-25.png
Grass,resize_Snivy-0.png
Bug,resize_Metapod-29.png
Bug,resize_Joltik-7.png
Electric,resize_Jolteon-34.png
Water,resize_SlowbroMega Slowbro-12.jpg
Dragon,resize_Garchomp-26.jpg
Fire,resize_Pansear-17.png
Water,resize_Squirtle-22.jpg
Bug,resize_Kricketune-11.jpg
Fairy,resize_Florges-13.png
Psychic,resize_Swoobat-33.jpg
Fire,resize_Heatmor-5.jpg
Bug,resize_Yanma-8.png
Fairy,resize_Slurpuff-2.jpg
Water,resize_Tentacool-28.jpg
Fire,resize_Fletchinder-6.png
Bug,resize_Galvantula-8.png
Fairy,resize_Spritzee-24.jpg
Normal,resize_Aipom-8.jpg
Water,resize_Crawdaunt-18.png
Ghost,resize_Dusclops-29.png
Normal,resize_Slakoth-13.png
Flying,resize_TornadusIncarnate Forme-17.png
Bug,resize_Karrablast-27.jpg
Fire,resize_Pyroar-22.png
Grass,resize_Seedot-2.png
Dragon,resize_Zygarde50% Forme-30.jpg
Water,resize_Basculin-0.png
Fighting,resize_MedichamMega Medicham-11.png
Normal,resize_Kangaskhan-27.png
Normal,resize_Loudred-19.jpg
Normal,resize_Patrat-31.jpg
Psychic,resize_Grumpig-12.png
Water,resize_Shellder-24.png
Grass,resize_Abomasnow-22.jpg
Fire,resize_Typhlosion-6.jpg
Dragon,resize_Rayquaza-10.jpg
Normal,resize_Glameow-17.jpg
Water,resize_Poliwag-24.jpg
Psychic,resize_Kirlia-31.png
Dragon,resize_AltariaMega Altaria-14.png
Dark,resize_Bisharp-1.png
Rock,resize_Kabutops-29.png
Grass,resize_Sunflora-14.jpg
Normal,resize_PidgeotMega Pidgeot-32.jpg
Poison,resize_Dragalge-18.png
Bug,resize_Venomoth-24.jpg
Grass,resize_Shiftry-13.png
Normal,resize_Patrat-8.png
Normal,resize_Aipom-10.png
Normal,resize_PidgeotMega Pidgeot-26.jpg
Fighting,resize_Sawk-7.png
Water,resize_Froakie-16.png
Water,resize_Shellder-1.png
Psychic,resize_Alakazam-21.png
Water,resize_Poliwag-30.jpg
Rock,resize_Lileep-3.png
Psychic,resize_Kirlia-25.png
Psychic,resize_Mewtwo-19.png
Water,resize_Feebas-27.jpg
Normal,resize_Patrat-25.jpg
Water,resize_Magikarp-22.jpg
Water,resize_Shellder-30.png
Fairy,resize_Sylveon-0.png
Water,resize_GyaradosMega Gyarados-2.png
Steel,resize_AegislashShield Forme-14.jpg
Psychic,resize_DeoxysAttack Forme-18.png
Grass,resize_Bellossom-8.png
Psychic,resize_HoopaHoopa Unbound-19.png
Bug,resize_Swadloon-14.svg
Poison,resize_Stunky-8.png
Fire,resize_CharizardMega Charizard X-8.jpg
Ground,resize_Krookodile-6.png
Psychic,resize_Mewtwo-31.png
Ice,resize_Swinub-22.png
Water,resize_Shellder-18.png
Electric,resize_Mareep-12.png
Dark,resize_Pawniard-21.jpg
Dragon,resize_Zekrom-3.png
Dark,resize_Deino-14.png
Ice,resize_Articuno-17.jpg
Psychic,resize_DeoxysAttack Forme-30.png
Fire,resize_Magmar-0.jpg
Water,resize_Prinplup-3.jpg
Poison,resize_Crobat-33.png
Poison,resize_Dragalge-24.png
Fire,resize_Charmander-3.png
Ground,resize_Marowak-21.png
Fighting,resize_Throh-25.png
Water,resize_Poliwag-18.jpg
Normal,resize_Skitty-32.jpg
Water,resize_Dewgong-23.png
Normal,resize_Teddiursa-34.png
Water,resize_Slowbro-4.png
Dark,resize_Houndoom-26.jpg
Grass,resize_Sunflora-28.jpg
Steel,resize_AegislashShield Forme-9.jpg
Steel,resize_MetagrossMega Metagross-33.png
Fire,resize_Fletchinder-11.png
Grass,resize_Carnivine-1.png
Psychic,resize_Woobat-23.jpg
Grass,resize_Shroomish-11.jpg
Water,resize_Goldeen-16.png
Dark,resize_Houndoom-32.jpg
Ground,resize_Claydol-11.jpg
Fighting,resize_Gurdurr-22.png
Fairy,resize_Cleffa-7.jpg
Ghost,resize_Cofagrigus-28.jpg
Poison,resize_Dragalge-30.png
Psychic,resize_Drowzee-13.png
Grass,resize_Carnivine-23.png
Water,resize_Totodile-31.jpg
Dragon,resize_KyuremBlack Kyurem-23.jpg
Psychic,resize_Wobbuffet-17.jpg
Fairy,resize_Flabébé-0.png
Grass,resize_Cacturne-11.jpg
Grass,resize_Pansage-34.jpg
Psychic,resize_Mewtwo-25.png
Normal,resize_Patrat-19.jpg
Bug,resize_Crustle-21.jpg
Fighting,resize_Tyrogue-31.jpg
Water,resize_Mantine-33.png
Grass,resize_Grotle-22.png
Ghost,resize_Banette-27.png
Electric,resize_Tynamo-0.png
Bug,resize_Beautifly-0.png
Water,resize_Clauncher-19.jpg
Fighting,resize_LucarioMega Lucario-28.png
Steel,resize_Klinklang-28.png
Poison,resize_Nidoqueen-22.jpg
Grass,resize_Foongus-17.png
Water,resize_GyaradosMega Gyarados-28.png
Ghost,resize_GiratinaAltered Forme-17.png
Steel,resize_Beldum-8.png
Water,resize_Chinchou-15.png
Dragon,resize_Fraxure-15.png
Rock,resize_Tyranitar-25.jpg
Poison,resize_Nidoran♀-2.png
Fire,resize_Ninetales-33.png
Fighting,resize_Pangoro-16.png
Water,resize_Kingler-9.gif
Ground,resize_Baltoy-2.png
Grass,resize_Leafeon-19.jpg
Rock,resize_Solrock-22.png
Grass,resize_Exeggutor-24.png
Normal,resize_Girafarig-27.jpg
Grass,resize_Amoonguss-15.jpg
Ice,resize_Articuno-0.jpg
Grass,resize_Grovyle-14.jpg
Fire,resize_Heatran-5.png
Ground,resize_Rhydon-28.gif
Grass,resize_Exeggutor-30.png
Normal,resize_Girafarig-33.jpg
Dark,resize_Umbreon-6.jpg
Fire,resize_Charmeleon-2.png
Ghost,resize_Gengar-7.png
Steel,resize_Registeel-10.jpg
Psychic,resize_Hypno-0.jpg
Bug,resize_Swadloon-4.png
Ground,resize_Sandslash-22.jpg
Fire,resize_Ninetales-27.png
Rock,resize_Graveler-30.png
Water,resize_Dewott-18.png
Dark,resize_HoundoomMega Houndoom-2.png
Dragon,resize_GarchompMega Garchomp-2.png
Steel,resize_Honedge-13.png
Dragon,resize_LatiasMega Latias-1.png
Water,resize_Mantine-27.png
Fighting,resize_Hitmonlee-15.png
Bug,resize_Larvesta-11.png
Ghost,resize_Banette-33.png
Poison,resize_Nidorina-20.jpg
Bug,resize_Ninjask-14.png
Water,resize_Samurott-13.jpg
Dragon,resize_KyuremBlack Kyurem-1.png
Fighting,resize_LucarioMega Lucario-14.png
Steel,resize_Klinklang-14.png
Water,resize_Chinchou-29.png
Dragon,resize_Fraxure-29.png
Steel,resize_AegislashBlade Forme-6.png
Normal,resize_Farfetch'd-9.png
Fire,resize_Moltres-26.jpg
Ghost,resize_Duskull-28.jpg
Fighting,resize_Hitmonchan-1.gif
Grass,resize_Exeggutor-18.png
Water,resize_Greninja-0.png
Grass,resize_Amoonguss-29.jpg
Dark,resize_Scraggy-9.jpg
Normal,resize_Spinda-34.png
Bug,resize_Scizor-3.jpg
Steel,resize_Beldum-23.png
Rock,resize_Tyranitar-19.jpg
Poison,resize_Zubat-6.jpg
Normal,resize_Stantler-2.png
Rock,resize_Archeops-21.jpg
Dark,resize_Darkrai-11.png
Normal,resize_Rattata-16.png
Grass,resize_Oddish-10.png
Normal,resize_Stoutland-1.png
Fire,resize_Emboar-10.jpg
Water,resize_Seismitoad-26.png
Ghost,resize_Drifblim-22.jpg
Ice,resize_Avalugg-19.jpg
Grass,resize_Leafeon-31.jpg
Fire,resize_Charizard-23.png
Steel,resize_Klink-5.jpg
Psychic,resize_Wynaut-11.png
Electric,resize_Zebstrika-23.png
Normal,resize_Spinda-20.png
Water,resize_Kyogre-14.jpg
Poison,resize_Arbok-19.png
Poison,resize_Skrelp-32.jpg
Dragon,resize_SalamenceMega Salamence-9.png
Bug,resize_Ninjask-28.png
Water,resize_Sharpedo-14.png
Grass,resize_Cherubi-21.png
Ground,resize_Drilbur-12.png
Grass,resize_Virizion-7.svg
Psychic,resize_Chingling-17.png
Grass,resize_Tangela-28.gif
Steel,resize_Klinklang-1.png
Ghost,resize_Phantump-18.jpg
Steel,resize_Dialga-15.jpg
Bug,resize_Ledian-1.png
Grass,resize_Chesnaught-16.jpg
Dragon,resize_Gible-3.png
Water,resize_Gyarados-26.png
Grass,resize_Budew-10.png
Ghost,resize_Dusknoir-8.png
Ice,resize_Avalugg-25.png
Grass,resize_AbomasnowMega Abomasnow-9.jpg
Rock,resize_Tyranitar-31.png
Psychic,resize_Musharna-11.png
Fire,resize_Pignite-17.png
Ground,resize_Krokorok-34.png
Normal,resize_Watchog-6.png
Electric,resize_Luxio-5.png
Ghost,resize_Lampent-15.png
Fire,resize_Arcanine-9.jpg
Steel,resize_Klang-12.jpg
Normal,resize_PidgeotMega Pidgeot-7.png
Psychic,resize_MewtwoMega Mewtwo X-17.png
Psychic,resize_GalladeMega Gallade-34.png
Water,resize_Sharpedo-28.jpg
Water,resize_Kyogre-28.png
Fighting,resize_Tyrogue-25.png
Water,resize_Remoraid-17.jpg
Water,resize_Seel-34.jpg
Poison,resize_Arbok-25.jpg
Psychic,resize_GalladeMega Gallade-20.png
Poison,resize_Nidorina-34.png
Dark,resize_Liepard-12.png
Poison,resize_Nidorino-19.png
Water,resize_Seel-20.jpg
Water,resize_Marill-12.jpg
Fire,resize_Quilava-3.gif
Dark,resize_Absol-13.jpg
Normal,resize_Smeargle-11.jpg
Electric,resize_Electrike-8.jpg
Bug,resize_Caterpie-14.gif
Water,resize_Huntail-17.png
Ice,resize_Avalugg-31.png
Normal,resize_MeloettaAria Forme-0.jpg
Normal,resize_Meowth-21.png
Ground,resize_Krokorok-20.png
Normal,resize_Kecleon-8.jpg
Ice,resize_Jynx-27.gif
Fighting,resize_Machamp-13.jpg
Dragon,resize_LatiasMega Latias-16.jpg
Water,resize_Finneon-9.gif
Ghost,resize_Duskull-14.png
Water,resize_Gyarados-32.png
Water,resize_Dewott-24.jpg
Fighting,resize_Pangoro-5.png
Ghost,resize_Trevenant-13.png
Psychic,resize_Mew-6.jpg
Ghost,resize_Litwick-23.png
Bug,resize_ScizorMega Scizor-22.jpg
Fire,resize_CameruptMega Camerupt-21.png
Grass,resize_Cottonee-5.png
Normal,resize_Staravia-22.jpg
Normal,resize_Purugly-29.png
Ghost,resize_Phantump-24.jpg
Steel,resize_Dialga-29.jpg
Ground,resize_Hippowdon-7.jpg
Rock,resize_Roggenrola-17.png
Fire,resize_Moltres-32.png
Water,resize_Corphish-6.jpg
Fighting,resize_Hitmonlee-29.jpg
Fighting,resize_Tyrogue-19.png
Water,resize_Feebas-5.png
Normal,resize_Porygon-9.png
Poison,resize_Nidorino-31.png
Normal,resize_Regigigas-17.jpg
Ground,resize_Gligar-21.png
Ghost,resize_Lampent-29.png
Water,resize_Clauncher-31.png
Psychic,resize_Kadabra-21.png
Poison,resize_Croagunk-9.png
Normal,resize_Swablu-16.png
Normal,resize_Porygon2-7.png
Water,resize_Clauncher-25.png
Water,resize_GyaradosMega Gyarados-14.jpg
Bug,resize_Illumise-16.jpg
Poison,resize_Skrelp-26.png
Poison,resize_Nidorino-25.png
Water,resize_Greninja-10.png
Water,resize_Quagsire-5.png
Rock,resize_Barbaracle-21.jpg
Ghost,resize_Phantump-30.jpg
Grass,resize_Grovyle-28.png
Normal,resize_Pidgeotto-1.png
Psychic,resize_Uxie-3.png
Water,resize_Seismitoad-32.jpg
Psychic,resize_GardevoirMega Gardevoir-5.png
Grass,resize_Chespin-4.png
Bug,resize_Scatterbug-3.jpg
Water,resize_Dewott-30.jpg
Grass,resize_Leafeon-25.png
Ghost,resize_Dusknoir-22.jpg
Grass,resize_Exeggcute-16.png
Fire,resize_Entei-10.png
Fighting,resize_Lucario-12.jpg
Fairy,resize_Snubbull-17.jpg
Bug,resize_Escavalier-8.png
Poison,resize_Zubat-26.png
Bug,resize_Venomoth-30.png
Ghost,resize_Cofagrigus-14.png
Rock,resize_Aurorus-5.jpg
Bug,resize_Pinsir-11.jpg
Poison,resize_Nidoran♂-0.png
Normal,resize_Wigglytuff-9.png
Grass,resize_AbomasnowMega Abomasnow-31.jpg
Dragon,resize_Zygarde50% Forme-24.png
Normal,resize_Happiny-0.png
Normal,resize_Bunnelby-21.jpg
Normal,resize_Kangaskhan-33.jpg
Fire,resize_Blaziken-20.png
Normal,resize_Bouffalant-21.png
Ghost,resize_BanetteMega Banette-22.jpg
Rock,resize_Cradily-20.jpg
Water,resize_SwampertMega Swampert-3.png
Ground,resize_Stunfisk-31.png
Fire,resize_Emboar-9.png
Rock,resize_Cradily-34.jpg
Ground,resize_Stunfisk-25.png
Ghost,resize_Haunter-18.jpg
Rock,resize_AerodactylMega Aerodactyl-17.jpg
Dark,resize_Deino-28.jpg
Ghost,resize_Gastly-17.png
Electric,resize_Shinx-10.png
Water,resize_Krabby-0.png
Water,resize_Feebas-33.png
Fire,resize_Blaziken-34.png
Bug,resize_Masquerain-2.jpg
Electric,resize_Rotom-23.png
Rock,resize_Bonsly-9.gif
Fighting,resize_Throh-19.jpg
Fairy,resize_Togepi-28.jpg
Dark,resize_Yveltal-17.jpg
Water,resize_Totodile-19.png
Poison,resize_Zubat-32.png
Dragon,resize_Dratini-12.png
Normal,resize_Furfrou-18.png
Water,resize_Wooper-14.jpg
Fighting,resize_Throh-31.jpg
Bug,resize_Karrablast-4.jpg
Dragon,resize_Druddigon-10.png
Psychic,resize_Kirlia-19.jpg
Fire,resize_Torchic-10.png
Normal,resize_Furfrou-30.png
Poison,resize_Crobat-27.jpg
Electric,resize_RotomHeat Rotom-0.png
Psychic,resize_HoopaHoopa Unbound-25.jpg
Grass,resize_Chikorita-22.jpg
Dragon,resize_Gabite-2.jpg
Grass,resize_Hoppip-6.jpg
Psychic,resize_DeoxysAttack Forme-24.jpg
Steel,resize_AegislashShield Forme-28.png
Ghost,resize_Haunter-30.jpg
Steel,resize_Doublade-9.png
Dragon,resize_SalamenceMega Salamence-13.png
Dragon,resize_Zygarde50% Forme-18.png
Dark,resize_Weavile-13.png
Grass,resize_Nuzleaf-32.jpg
Normal,resize_Loudred-31.png
Electric,resize_Electrode-21.png
Ghost,resize_Haunter-24.jpg
Ground,resize_Rhyhorn-27.gif
Electric,resize_ThundurusTherian Forme-17.png
Ice,resize_Glaceon-6.jpg
Dark,resize_Hydreigon-6.png
Grass,resize_Pansage-20.png
Grass,resize_Cherrim-3.png
Bug,resize_Parasect-4.png
Normal,resize_AudinoMega Audino-8.jpg
Normal,resize_Loudred-25.png
Grass,resize_Nuzleaf-26.jpg
Electric,resize_Elekid-10.jpg
Psychic,resize_HoopaHoopa Unbound-31.jpg
Rock,resize_Bastiodon-13.jpg
Water,resize_Poliwhirl-23.gif
Bug,resize_WormadamPlant Cloak-5.png
Ground,resize_Stunfisk-19.png
Water,resize_Piplup-16.jpg
Fire,resize_Magby-11.jpg
Grass,resize_Simisage-12.png
Electric,resize_Magnezone-17.jpg
Bug,resize_Venomoth-18.png
Water,resize_Totodile-25.png
Water,resize_Wooper-28.jpg
Normal,resize_Furfrou-24.png
Electric,resize_Voltorb-12.jpg
Rock,resize_Kabutops-15.jpg
Psychic,resize_Gallade-13.png
Normal,resize_Rufflet-11.png
Electric,resize_Heliolisk-28.png
Rock,resize_Pupitar-9.png
Fairy,resize_Togepi-14.jpg
Steel,resize_MetagrossMega Metagross-27.jpg
Normal,resize_Taillow-6.png
Dragon,resize_AltariaMega Altaria-28.jpg
Ground,resize_Rhydon-19.jpg
Ice,resize_Jynx-16.png
Dragon,resize_Altaria-23.jpg
Dark,resize_Mandibuzz-29.jpg
Normal,resize_Stoutland-13.png
Ice,resize_Delibird-27.jpg
Water,resize_Wailmer-29.jpg
Ghost,resize_GourgeistAverage Size-25.jpg
Ice,resize_Mamoswine-24.png
Bug,resize_Parasect-10.png
Ice,resize_Vanilluxe-4.svg
Water,resize_Staryu-6.png
Fire,resize_Slugma-25.jpg
Ghost,resize_Spiritomb-20.png
Water,resize_Poliwhirl-4.png
Grass,resize_Maractus-8.png
Rock,resize_Omanyte-22.png
Rock,resize_Boldore-9.png
Grass,resize_Venusaur-4.png
Normal,resize_Ursaring-14.png
Grass,resize_ShayminLand Forme-22.png
Normal,resize_Meowth-0.png
Grass,resize_Jumpluff-8.png
Bug,resize_Caterpie-25.png
Bug,resize_Venipede-23.jpg
Poison,resize_Nidoqueen-13.gif
Ice,resize_GlalieMega Glalie-14.jpg
Fighting,resize_Mienfoo-21.jpg
Bug,resize_WormadamPlant Cloak-14.png
Rock,resize_Shieldon-29.jpg
Electric,resize_ManectricMega Manectric-29.png
Bug,resize_Ariados-32.png
Rock,resize_Amaura-7.png
Bug,resize_Combee-21.jpg
Ghost,resize_Spiritomb-7.png
Fighting,resize_Machop-21.jpg
Psychic,resize_DeoxysSpeed Forme-21.png
Water,resize_Seismitoad-1.png
Normal,resize_Porygon-4.gif
Rock,resize_Binacle-22.jpg
Grass,resize_SceptileMega Sceptile-27.jpg
Steel,resize_Klefki-13.jpg
Normal,resize_Sawsbuck-16.jpg
Bug,resize_Volbeat-7.png
Ice,resize_Walrein-12.jpg
Normal,resize_Tauros-14.png
Normal,resize_Hoothoot-30.png
Poison,resize_Nidoqueen-2.png
Fire,resize_Magcargo-10.png
Fire,resize_BlazikenMega Blaziken-31.jpg
Normal,resize_Azurill-34.jpg
Steel,resize_Cobalion-21.jpg
Bug,resize_Genesect-22.png
Water,resize_Horsea-30.jpg
Grass,resize_Tangela-19.png
Ice,resize_Delibird-33.jpg
Psychic,resize_Ralts-19.jpg
Fire,resize_BlazikenMega Blaziken-19.jpg
Dark,resize_Scrafty-11.jpg
Water,resize_Slowking-26.png
Fire,resize_Blaziken-3.png
Water,resize_Starmie-31.jpg
Steel,resize_Metang-33.jpg
Water,resize_Whiscash-7.png
Dark,resize_Mandibuzz-15.jpg
Ice,resize_Mamoswine-18.png
Grass,resize_Amoonguss-18.gif
Water,resize_Finneon-4.png
Psychic,resize_Ralts-31.jpg
Rock,resize_Shieldon-15.jpg
Bug,resize_WormadamPlant Cloak-28.png
Rock,resize_Sudowoodo-34.png
Electric,resize_Plusle-30.png
Ice,resize_Vanillish-4.png
Electric,resize_ManectricMega Manectric-15.png
Rock,resize_Gigalith-28.png
Bug,resize_Vivillon-23.png
Steel,resize_Aron-10.jpg
Fire,resize_Heatran-10.jpg
Steel,resize_Bronzor-21.png
Bug,resize_Mothim-32.png
Bug,resize_Caterpie-19.png
Electric,resize_Eelektrik-26.png
Ice,resize_GlalieMega Glalie-28.jpg
Electric,resize_Electivire-5.png
Bug,resize_Mothim-26.png
Ice,resize_Bergmite-22.png
Fire,resize_Quilava-32.jpg
Fire,resize_Pyroar-8.png
Dark,resize_Sableye-16.jpg
Electric,resize_ManectricMega Manectric-0.png
Electric,resize_Plusle-24.png
Fire,resize_Darumaka-5.jpg
Electric,resize_RotomHeat Rotom-25.jpg
Normal,resize_Noctowl-23.png
Psychic,resize_Wobbuffet-5.jpg
Psychic,resize_Ralts-25.jpg
Normal,resize_Chansey-15.jpg
Fire,resize_Charmander-23.jpg
Grass,resize_ShayminSky Forme-30.png
Poison,resize_Stunky-13.jpg
Normal,resize_Zangoose-6.png
Bug,resize_Venomoth-15.gif
Water,resize_Swampert-11.png
Electric,resize_Raikou-30.jpg
Fighting,resize_Timburr-16.png
Bug,resize_Cascoon-23.jpg
Ghost,resize_Shuppet-31.png
Water,resize_Ludicolo-24.png
Grass,resize_Tropius-2.png
Fire,resize_Volcanion-9.png
Fighting,resize_Hariyama-18.jpg
Bug,resize_Beedrill-9.png
Water,resize_Crawdaunt-7.jpg
Grass,resize_Roselia-28.jpg
Rock,resize_Barbaracle-8.png
Fire,resize_Magby-1.jpg
Psychic,resize_MewtwoMega Mewtwo Y-9.png
Bug,resize_Galvantula-10.jpg
Normal,resize_Raticate-9.png
Bug,resize_Swadloon-28.png
Water,resize_Manaphy-28.jpg
Steel,resize_Klink-31.jpg
Rock,resize_Nosepass-29.png
Fire,resize_DarmanitanStandard Mode-23.png
Ice,resize_Delibird-3.jpg
Fire,resize_Magmar-15.jpg
Steel,resize_Klink-25.jpg
Ground,resize_Groudon-6.png
Water,resize_Gorebyss-21.jpg
Fighting,resize_Pancham-10.png
Water,resize_Magikarp-13.gif
Dragon,resize_Altaria-6.png
Grass,resize_Venusaur-26.png
Electric,resize_Magnemite-11.jpg
Normal,resize_Audino-17.png
Poison,resize_Trubbish-13.jpg
Normal,resize_Exploud-12.png
Grass,resize_Petilil-10.png
Normal,resize_Diggersby-16.png
Water,resize_Luvdisc-4.png
Psychic,resize_Sigilyph-27.jpg
Water,resize_Gastrodon-15.png
Poison,resize_Ekans-21.jpg
Ghost,resize_Shuppet-25.png
Rock,resize_Cradily-0.png
Water,resize_Ludicolo-30.png
Fighting,resize_Hariyama-24.jpg
Normal,resize_Jigglypuff-27.jpg
Rock,resize_Bonsly-4.png
Ground,resize_Rhyhorn-2.png
Fire,resize_Braixen-1.png
Psychic,resize_Victini-25.jpg
Grass,resize_Shroomish-34.gif
Grass,resize_Roselia-14.jpg
Normal,resize_Braviary-32.png
Normal,resize_Staraptor-11.png
Normal,resize_Eevee-20.jpg
Psychic,resize_Espeon-9.jpg
Rock,resize_Nosepass-15.png
Ground,resize_Stunfisk-28.gif
Bug,resize_Sewaddle-11.png
Dark,resize_Houndour-33.jpg
Psychic,resize_Mr. Mime-2.png
Grass,resize_VenusaurMega Venusaur-33.jpg
Grass,resize_VenusaurMega Venusaur-4.png
Grass,resize_Cacnea-25.jpg
Grass,resize_Servine-33.png
Grass,resize_Breloom-21.png
